stochastic_year,annual_ground_loss,annual_insured_loss
3313,179.93957512940554,0.0
3314,0.010382204314924015,0.0
3315,2631599.4813102935,1384893.602924074
3316,383250227.34701675,355726599.58205533
3317,0.0,0.0
3318,16353.026441852302,0.0
3319,360154785.58052176,341381784.439585
3320,63946.70246089304,0.0
3321,178861071.6400245,151559174.1766677
3322,0.0,0.0
3323,79978795.0222009,70284969.62560308
3324,0.0,0.0
3325,21254.885867009714,76.14564110366064
3326,11365.748116625571,1352.3014689200586
3327,3915998.032167429,1708076.1969631454
3328,0.8031894850636698,0.0
3329,26484.05790753107,1167.4406620012542
3330,73887.08940815507,8144.816461169466
3331,0.5658298744216683,0.0
3332,1687.3469942923114,0.0
3333,0.2026431236639739,0.0
3334,62.007956596362,0.0
3335,5147255063.981005,5075280198.412547
3336,32410291.47130634,22721394.902588125
3337,1707510.9205908552,829852.4663183736
3338,54624818.35036061,40815366.87065662
3339,0.23736428604137597,0.0
3340,4149634643.212708,4100492672.014458
3341,800633.6014605173,319116.76512347587
3342,354530.26759666717,95574.22812653349
3343,2646.3160720346664,0.0
3344,12143.946321879359,370.7219841958904
3345,271.1550772344342,0.0
3346,359334.68153187534,0.0
3347,2618860.879828938,289239.1967170044
3348,94.00106654866835,0.0
3349,0.0,0.0
3350,118935796.33747211,104543320.40788586
3351,0.0001377763166055809,0.0
3352,3947.493568726742,0.0
3353,0.0,0.0
3354,151267.59090094772,1135.058493529627
3355,2800.3748004197205,0.0
3356,349.78254086606086,0.0
3357,7772764.535255435,2185449.2452454115
3358,260188.38752340994,30132.78683174312
3359,19286680.362613395,13998028.99756485
3360,0.0,0.0
3361,0.1424361422589225,0.0
3362,2.953290892039202e-05,0.0
3363,0.0,0.0
3364,8190.987603762184,0.0
3365,1174.180102555579,0.0
3366,0.00513211265177332,0.0
3367,18.26420117292448,0.0
3368,12.087053512596986,0.0
3369,57215713.755877234,44783452.219765514
3370,3189.103635673273,0.0
3371,19601011.79829052,13292271.97415271
3372,14.088741171802253,0.0
3373,66225262.51216515,54497851.767521136
3374,0.0038027101851750736,0.0
3375,265242723.5657887,246929186.79781467
3376,7050.914040050195,0.0
3377,381525842.37706906,362075314.7451804
3378,0.0,0.0
3379,17733167.258372784,9787028.305487394
3380,0.0,0.0
3381,21100.60764673989,0.0
3382,9680669.175734328,3714764.207597791
3383,1119494.6406737757,439450.2512836548
3384,0.0013791713602236129,0.0
3385,855294189.3579324,828962192.0682406
3386,16945.424843871875,0.0
3387,0.0175728434958277,0.0
3388,707460.6117371019,0.0
3389,1846566620.0784113,1811869582.5605073
3390,0.026295152211114132,0.0
3391,413.04821213500253,0.0
3392,0.0,0.0
3393,0.19637784511521655,0.0
3394,169255.81958175785,2016.801606692387
3395,1049.089290150709,0.0
3396,2629347593.9821763,2586851997.195927
3397,0.007439352232533724,0.0
3398,25208353.69834254,16358963.209504483
3399,0.10389368522242157,0.0
3400,23793.342666433393,0.0
3401,23795.469149411514,2351.491602648079
3402,0.0,0.0
3403,6470594.518690343,4114067.4294183846
3404,0.0020055708832568426,0.0
3405,3162.7978519147155,0.0
3406,2.267818995524899,0.0
3407,107.24074341055665,0.0
3408,0.00010556710025477491,0.0
3409,0.0,0.0
3410,16762844.78927143,12016794.005955795
3411,10670978.962013988,5861001.945479663
3412,1014170.4193811194,0.0
3413,427076.973648481,0.0
3414,0.0,0.0
3415,14273362.916335586,10329833.098426644
3416,0.0,0.0
3417,0.0,0.0
3418,29898660.452077933,23835510.39707213
3419,1751987.862221046,846474.1604502251
3420,4951.817874991598,0.0
3421,0.0,0.0
3422,4121.674298077349,0.0
3423,87305506.99750607,75932647.26424949
3424,1177332.809910186,398025.72592165135
3425,34.842483161806705,0.0
3426,10523.946071443084,0.0
3427,64730150.17774065,52206506.19303997
3428,336764215.97216123,319169742.59657705
3429,65937311.25814258,52104820.87160882
3430,338394207.5092387,319477580.66296494
3431,0.0,0.0
3432,417074.91607190075,31018.99506251457
3433,400336024.93945265,381509643.9933091
3434,0.0018455967164273971,0.0
3435,0.0,0.0
3436,26726035.18241735,14840255.893985616
3437,0.0,0.0
3438,14153818.631840676,8608891.70379345
3439,2.985976764202596,0.0
3440,162850.23502485425,2470.021218305217
3441,240309840.7390344,223717073.07612094
3442,97716.42843821537,0.0
3443,14479.718065595518,0.0
3444,0.0,0.0
3445,107637.75802347789,0.0
3446,5.357720768621325,0.0
3447,1685606432.5033188,1649716810.6673126
3448,569.5708865576048,0.0
3449,100484417.77967805,84895573.33246131
3450,171597716.1493137,157413495.86211553
3451,0.14872641701052133,0.0
3452,56.97491901659018,0.0
3453,72685.21085069622,0.0
3454,2401395.386997918,443421.811162915
3455,89686897.15139747,74775042.20123716
3456,2111489.533765546,1007476.8097385222
3457,115643.34781747132,0.0
3458,149373.5474594589,24384.81114769817
3459,1488095.4505216058,656046.5423714891
3460,0.0,0.0
3461,19178826.296026796,12250739.95539659
3462,18.671588416736732,0.0
3463,0.7835518550633195,0.0
3464,182.67909566757453,0.0
3465,54889.89755298578,0.0
3466,2850444.6337870974,1457764.1256256418
3467,118.14330022863119,0.0
3468,0.0,0.0
3469,1417390710.356857,1385605154.476452
3470,968410.3892269647,15694.528904287718
3471,0.0,0.0
3472,43606152.21840997,29734063.815828115
3473,11486.408506268814,0.0
3474,9752.496748820771,1311.8329115844026
3475,127124.6265578405,0.0
3476,4934195.502748863,1441722.4810324803
3477,163480139.17676565,150017671.6302293
3478,0.5153404627761262,0.0
3479,0.0,0.0
3480,0.0008498765107245508,0.0
3481,2095924.700422438,981532.2884700411
3482,5428493.814019076,3078687.747490402
3483,152186.85137847095,35606.407646394204
3484,11646.04208957492,1591.3002062014148
3485,0.0010568939137811902,0.0
3486,73110192.42368552,63534398.841415115
3487,418182670.409051,398939664.9114622
3488,929440590.8918047,903065094.0566934
3489,0.0,0.0
3490,0.0,0.0
3491,0.003263607481445035,0.0
3492,25.08197028667183,0.0
3493,6687791.17951314,3913506.744685017
3494,2054876001.7648377,2012089915.0482345
3495,0.0,0.0
3496,1444778235.8243942,1413626094.784614
3497,34240.22338564544,0.0
3498,436536.7430589365,73679.41706227582
3499,1021764.2624986884,0.0
3500,63395712.097789116,51463083.509910576
3501,8047267.593956956,4112645.582840368
3502,0.00011475910026823882,0.0
3503,0.0,0.0
3504,0.0,0.0
3505,0.0,0.0
3506,0.0,0.0
3507,739748016.538477,714522537.0892103
3508,164929951.8207898,145986333.84876087
3509,17.038943625081345,0.0
3510,52873321.5279888,38697961.26641538
3511,2608689.1693212492,420667.14311862877
3512,412935.36602421384,36762.734989427765
3513,0.01338239483725673,0.0
3514,112.99851829291124,0.0
3515,131213039.87984657,119033000.56064701
3516,23049375.299033757,17873742.636727873
3517,23235.12566003958,6373.930388539133
3518,0.0,0.0
3519,3352996.050009879,1165703.10581424
3520,72494.06224538572,4324.970277734251
3521,0.08219820535527234,0.0
3522,229580629.8396077,212505228.21761316
3523,0.028034204141902545,0.0
3524,17314486.193493076,10001469.408433843
3525,93933.64570397885,0.0
3526,0.0,0.0
3527,0.0,0.0
3528,79.48396503172242,0.0
3529,303751578.5207031,286227267.6510014
3530,346054511.841166,313904220.0021191
3531,183069948.89435658,165966901.2618764
3532,3528.8169692303013,0.0
3533,0.0002553599632855633,0.0
3534,283051891.9829114,264465357.10377425
3535,599450808.7658042,577465117.6582303
3536,20958.34531878308,0.0
3537,0.01002326481114685,0.0
3538,4418822.323596216,397123.1679207009
3539,135512752.87048018,121763937.33662212
3540,38048.58337393762,0.0
3541,4305120.765690573,2538443.00567986
3542,98635.07531307028,0.0
3543,8378714.992736059,5133726.544199342
3544,73817.67731936413,15897.458015576938
