exceedance_probability,return_period_years,insured_loss_threshold
0.1817,5.5035773252614195,21170699.301118605
0.1818,5.500550055005501,21138803.62099208
0.1819,5.497526113249037,21032965.757367045
0.182,5.4945054945054945,20902509.54038
0.1821,5.491488193300384,20730153.77203724
0.1822,5.48847420417124,20724073.79241571
0.1823,5.485463521667581,20665437.636176057
0.1824,5.482456140350877,20611102.22234339
0.1825,5.47945205479452,20602124.155153967
0.1826,5.476451259583789,20526261.874115463
0.1827,5.473453749315818,20491469.240580875
0.1828,5.470459518599562,20443957.327803407
0.1829,5.467468562055768,20425466.369856358
0.183,5.46448087431694,20319979.11490787
0.1831,5.461496450027307,20302960.961405043
0.1832,5.458515283842795,20232802.06742727
0.1833,5.455537370430988,20165866.304685354
0.1834,5.452562704471101,20164262.613148384
0.1835,5.4495912806539515,20127656.52320745
0.1836,5.446623093681917,20068175.11034531
0.1837,5.443658138268916,20061775.462823063
0.1838,5.4406964091403704,20036514.49449301
0.1839,5.43773790103317,19968933.608257256
0.184,5.434782608695652,19897722.72436988
0.1841,5.431830526887561,19842420.09174608
0.1842,5.4288816503800215,19821038.74509258
0.1843,5.425935973955507,19810486.827260084
0.1844,5.422993492407809,19799399.085388165
0.1845,5.420054200542006,19661204.845716517
0.1846,5.417118093174432,19648262.605482336
0.1847,5.414185165132648,19634537.425152697
0.1848,5.411255411255412,19562211.925253857
0.1849,5.408328826392644,19519094.572039448
0.185,5.405405405405405,19514124.275640607
0.1851,5.4024851431658565,19509969.143103607
0.1852,5.399568034557236,19429362.878367912
0.1853,5.396654074473826,19294465.456705924
0.1854,5.393743257820928,19271158.519343477
0.1855,5.390835579514825,19211547.847630784
0.1856,5.387931034482759,19134184.977343716
0.1857,5.385029617662897,19126457.474667385
0.1858,5.382131324004306,19103396.727181714
0.1859,5.3792361484669176,19043943.64504192
0.186,5.376344086021505,18972594.27915539
0.1861,5.373455131649651,18969712.76384058
0.1862,5.370569280343716,18928223.710191313
0.1863,5.367686527106817,18905574.098446716
0.1864,5.364806866952789,18808314.077719774
0.1865,5.361930294906166,18584752.494168714
0.1866,5.359056806002144,18574297.31793808
0.1867,5.356186395286556,18573014.335185863
0.1868,5.353319057815846,18429757.568755753
0.1869,5.350454788657036,18429385.990557615
0.187,5.347593582887701,18420706.770719603
0.1871,5.344735435595938,18387065.13561831
0.1872,5.3418803418803416,18384491.638933614
0.1873,5.339028296849974,18347505.747446362
0.1874,5.336179295624333,18346964.224269494
0.1875,5.333333333333333,18164963.974236697
0.1876,5.3304904051172715,18094360.680789284
0.1877,5.327650506126798,18053268.255492594
0.1878,5.324813631522897,18046609.02319415
0.1879,5.321979776476849,18043605.71728826
0.188,5.319148936170213,18042008.329131793
0.1881,5.31632110579479,18008798.310796168
0.1882,5.313496280552603,17962895.456902765
0.1883,5.310674455655868,17905615.538644187
0.1884,5.307855626326964,17894153.400873136
0.1885,5.305039787798409,17873742.636727873
0.1886,5.302226935312832,17843782.43040571
0.1887,5.299417064122946,17843764.908567015
0.1888,5.296610169491526,17821510.07104654
0.1889,5.2938062466913705,17766402.30023453
0.189,5.291005291005291,17727645.200284142
0.1891,5.288207297726071,17691552.195262358
0.1892,5.285412262156448,17648852.891823705
0.1893,5.282620179609086,17257819.929976873
0.1894,5.279831045406547,17215977.909792095
0.1895,5.277044854881266,17133894.600986958
0.1896,5.274261603375527,17127613.24052669
0.1897,5.271481286241434,17122822.116345003
0.1898,5.268703898840886,17086092.447693467
0.1899,5.26592943654555,17028061.54325531
0.19,5.2631578947368425,17009784.8888384
0.1901,5.260389268805892,16894710.701194525
0.1902,5.257623554153523,16876381.514290426
0.1903,5.254860746190226,16868119.914618004
0.1904,5.2521008403361344,16734651.253566774
0.1905,5.2493438320209975,16703363.341378067
0.1906,5.246589716684156,16692511.862911932
0.1907,5.2438384897745145,16556870.363701073
0.1908,5.241090146750524,16470715.272774335
0.1909,5.238344683080147,16465872.545256231
0.191,5.2356020942408374,16464691.50234867
0.1911,5.2328623757195185,16446429.40235516
0.1912,5.230125523012552,16446312.814654335
0.1913,5.2273915316257185,16432862.162218034
0.1914,5.2246603970741905,16358963.209504483
0.1915,5.221932114882507,16347175.001935406
0.1916,5.219206680584551,16217158.970759198
0.1917,5.216484089723526,16042641.4560652
0.1918,5.213764337851929,16039917.292795923
0.1919,5.211047420531528,16030705.571228249
0.192,5.208333333333333,15893789.326467806
0.1921,5.205622071837585,15831861.882888695
0.1922,5.202913631633715,15822573.310045177
0.1923,5.200208008320333,15764816.956699079
0.1924,5.197505197505198,15707351.91288645
0.1925,5.194805194805195,15678488.632032363
0.1926,5.192107995846314,15570579.841455942
0.1927,5.189413596263622,15539584.949518459
0.1928,5.186721991701245,15488982.107811015
0.1929,5.1840331778123385,15353053.914183676
0.193,5.181347150259067,15277468.322599808
0.1931,5.178663904712584,15260633.877264576
0.1932,5.175983436853002,15180968.119897805
0.1933,5.173305742369374,15151295.492738126
0.1934,5.17063081695967,15142384.999984426
0.1935,5.167958656330749,15105128.355185362
0.1936,5.1652892561983474,15042898.259310668
0.1937,5.162622612287041,15010104.467857799
0.1938,5.159958720330238,14929359.507351499
0.1939,5.15729757607014,14840255.893985616
0.194,5.154639175257731,14802916.684212072
0.1941,5.151983513652756,14710548.177895565
0.1942,5.1493305870236865,14596039.637179574
0.1943,5.14668039114771,14500411.160769217
0.1944,5.1440329218107,14489907.209170796
0.1945,5.141388174807198,14464245.513405273
0.1946,5.138746145940391,14453306.407792987
0.1947,5.136106831022085,14416352.844494747
0.1948,5.13347022587269,14413630.232418166
0.1949,5.130836326321191,14358437.05466588
0.195,5.128205128205128,14079211.292975914
0.1951,5.125576627370579,14051037.827028297
0.1952,5.1229508196721305,14047351.271805314
0.1953,5.1203277009728625,14045093.171564117
0.1954,5.117707267144319,14033760.608545832
0.1955,5.115089514066496,13998028.99756485
0.1956,5.112474437627812,13933926.436785305
0.1957,5.109862033725089,13923113.486118274
0.1958,5.107252298263534,13716428.34863108
0.1959,5.104645227156713,13707492.177321188
0.196,5.1020408163265305,13613350.984469619
0.1961,5.099439061703213,13579064.11116337
0.1962,5.09683995922528,13575525.22968998
0.1963,5.094243504839532,13550095.201044707
0.1964,5.091649694501019,13542324.943012798
0.1965,5.089058524173028,13522097.899391396
0.1966,5.0864699898270604,13521437.015665658
0.1967,5.083884087442806,13519567.982707256
0.1968,5.08130081300813,13382318.761670403
0.1969,5.078720162519045,13373376.979630146
0.197,5.0761421319796955,13292271.97415271
0.1971,5.073566717402334,13271167.48001726
0.1972,5.070993914807302,13098206.980343746
0.1973,5.06842372022301,13090238.42906296
0.1974,5.065856129685917,13083508.684162445
0.1975,5.063291139240506,13080008.02120111
0.1976,5.060728744939271,13060056.47959852
0.1977,5.058168942842691,13029046.297471618
0.1978,5.055611729019211,13001776.171698492
0.1979,5.053057099545225,12993892.239910632
0.198,5.05050505050505,12947757.26962785
0.1981,5.047955577990914,12911724.738190124
0.1982,5.045408678102927,12897089.895654071
0.1983,5.042864346949067,12819102.547614632
0.1984,5.040322580645161,12773161.393441968
0.1985,5.037783375314861,12770896.587785922
0.1986,5.0352467270896275,12758272.102647824
0.1987,5.032712632108707,12755521.625516169
0.1988,5.030181086519114,12745827.423347581
0.1989,5.027652086475616,12735256.251226801
0.199,5.025125628140703,12715925.006096145
0.1991,5.022601707684581,12667065.259049281
0.1992,5.020080321285141,12564817.112871146
0.1993,5.017561465127947,12507401.52662375
0.1994,5.015045135406218,12483979.867304025
0.1995,5.012531328320802,12431379.780733384
0.1996,5.01002004008016,12414246.250764573
0.1997,5.007511266900351,12365111.833970485
0.1998,5.005005005005005,12333836.609375171
0.1999,5.002501250625313,12322872.246251978
0.2,5.0,12320790.882568689
0.2001,4.997501249375312,12311854.761644686
0.2002,4.9950049950049955,12270738.905364119
0.2003,4.992511233150275,12263032.433193445
0.2004,4.990019960079841,12250739.95539659
0.2005,4.987531172069825,12017206.086654857
0.2006,4.985044865403789,12016794.005955795
0.2007,4.9825610363726955,11991076.67339878
0.2008,4.9800796812749,11920251.904790604
0.2009,4.9776007964161275,11873896.805326384
0.201,4.975124378109452,11860829.443523755
0.2011,4.972650422675286,11769197.733742852
0.2012,4.970178926441352,11701700.85060618
0.2013,4.967709885742672,11607880.35946124
0.2014,4.96524329692155,11546147.451149909
0.2015,4.962779156327543,11480709.483012069
0.2016,4.9603174603174605,11440638.493977876
0.2017,4.95785820525533,11435051.275388058
0.2018,4.955401387512389,11386266.299379159
0.2019,4.952947003467063,11367496.889493903
0.202,4.9504950495049505,11361859.757534726
0.2021,4.948045522018803,11333859.895974467
0.2022,4.945598417408506,11309448.96913494
0.2023,4.9431537320810675,11237733.27073078
0.2024,4.940711462450593,11056430.047130564
0.2025,4.938271604938271,11040047.364325045
0.2026,4.935834155972359,10986101.673524676
0.2027,4.93339911198816,10967837.833774768
0.2028,4.930966469428007,10951964.399236863
0.2029,4.928536224741252,10925752.130019885
0.203,4.926108374384236,10898377.758257205
0.2031,4.923682914820286,10834576.93635956
0.2032,4.921259842519685,10794727.679810038
0.2033,4.918839153959666,10765293.4253886
0.2034,4.916420845624385,10764165.855821563
0.2035,4.914004914004915,10656773.079186292
0.2036,4.911591355599214,10616033.406879688
0.2037,4.909180166912126,10610096.615651606
0.2038,4.906771344455348,10573761.958970731
0.2039,4.904364884747425,10553529.404788373
0.204,4.901960784313726,10553049.762690563
0.2041,4.899559039686428,10545373.26509246
0.2042,4.897159647404505,10538490.607091736
0.2043,4.894762604013705,10532466.275292465
0.2044,4.892367906066537,10526047.696997918
0.2045,4.88997555012225,10504385.475008974
0.2046,4.887585532746823,10500631.183256585
0.2047,4.885197850512946,10372455.592908492
0.2048,4.8828125,10368517.852145607
0.2049,4.880429477794046,10352316.64664131
0.205,4.878048780487805,10329833.098426644
0.2051,4.875670404680643,10327512.022743909
0.2052,4.8732943469785575,10316953.777601462
0.2053,4.870920603994155,10301975.978547124
0.2054,4.868549172346641,10140108.869411137
0.2055,4.866180048661801,10116625.310000567
0.2056,4.863813229571984,10112751.127821593
0.2057,4.861448711716092,10101727.50475172
0.2058,4.859086491739553,10069958.350568175
0.2059,4.856726566294317,10001469.408433843
0.206,4.8543689320388355,9918226.223944645
0.2061,4.85201358563804,9907014.016399395
0.2062,4.849660523763337,9894711.479782064
0.2063,4.847309743092583,9820117.198308673
0.2064,4.844961240310077,9787028.305487394
0.2065,4.842615012106537,9761960.047053061
0.2066,4.84027105517909,9735645.362665694
0.2067,4.837929366231253,9730340.51346047
0.2068,4.835589941972921,9715806.384376435
0.2069,4.833252779120348,9707336.371351905
0.207,4.830917874396135,9614227.614202315
0.2071,4.8285852245292125,9608367.24301097
0.2072,4.826254826254826,9569135.879522985
0.2073,4.82392667631452,9552718.21705703
0.2074,4.821600771456123,9537573.168947535
0.2075,4.819277108433735,9535493.408752423
0.2076,4.816955684007707,9532397.70657241
0.2077,4.814636494944632,9445012.945518035
0.2078,4.8123195380173245,9439631.871957136
0.2079,4.81000481000481,9432091.238295186
0.208,4.8076923076923075,9398016.800183862
0.2081,4.805382027871215,9375095.090285618
0.2082,4.803073967339097,9327360.512942992
0.2083,4.8007681228996635,9281324.342530085
0.2084,4.798464491362764,9183824.314500222
0.2085,4.796163069544365,9156634.781451007
0.2086,4.793863854266538,9113731.790757006
0.2087,4.791566842357451,9045565.439999143
0.2088,4.7892720306513406,9042813.07303578
0.2089,4.786979415988511,9000725.669240218
0.209,4.784688995215311,8997026.615813622
0.2091,4.782400765184122,8893007.664520655
0.2092,4.780114722753346,8865117.247377586
0.2093,4.777830864787386,8863889.30335221
0.2094,4.775549188156638,8858473.622016434
0.2095,4.773269689737471,8844460.232033953
0.2096,4.770992366412213,8838982.137410846
0.2097,4.768717215069146,8817225.14625066
0.2098,4.7664442326024785,8792604.71353131
0.2099,4.764173415912339,8748767.779725686
0.21,4.761904761904762,8724474.169663418
0.2101,4.75963826749167,8713256.265151856
0.2102,4.757373929590866,8709364.556970797
0.2103,4.755111745126011,8696496.742104884
0.2104,4.752851711026616,8684229.416784337
0.2105,4.750593824228028,8650368.69028796
0.2106,4.748338081671415,8647324.384538248
0.2107,4.746084480303749,8629214.715864042
0.2108,4.743833017077799,8621568.862766027
0.2109,4.74158368895211,8619215.366483804
0.211,4.739336492890995,8608891.70379345
0.2111,4.737091425864519,8590815.741077157
0.2112,4.734848484848485,8552126.568308687
0.2113,4.73260766682442,8543111.131639827
0.2114,4.7303689687795645,8524800.54332375
0.2115,4.7281323877068555,8519522.129641412
0.2116,4.725897920604915,8478079.233567914
0.2117,4.7236655644780345,8440363.990858035
0.2118,4.721435316336167,8430649.678130314
0.2119,4.719207173194903,8386480.775444992
0.212,4.716981132075472,8363643.394283471
0.2121,4.714757190004715,8359931.236441924
0.2122,4.71253534401508,8353018.730140679
0.2123,4.710315591144607,8316741.314032591
0.2124,4.708097928436912,8279513.594719423
0.2125,4.705882352941177,8215991.278572936
0.2126,4.703668861712135,8204503.495581901
0.2127,4.701457451810061,8119909.873637774
0.2128,4.699248120300752,8119501.058712713
0.2129,4.697040864255519,8106852.445307966
0.213,4.694835680751174,8038533.76824841
0.2131,4.692632566870014,8009858.654575408
0.2132,4.690431519699812,7999501.287374769
0.2133,4.688232536333802,7993770.948844428
0.2134,4.686035613870665,7992595.051432201
0.2135,4.68384074941452,7944504.049994578
0.2136,4.681647940074906,7929791.491282823
0.2137,4.679457182966776,7890574.814277978
0.2138,4.677268475210477,7885233.178718363
0.2139,4.675081813931744,7835741.301855933
0.214,4.672897196261682,7827762.164470742
0.2141,4.670714619336758,7809504.789156393
0.2142,4.6685340802987865,7756009.2055693455
0.2143,4.666355576294914,7740497.340559641
0.2144,4.664179104477612,7713126.798512668
0.2145,4.662004662004662,7691367.315077545
0.2146,4.659832246039143,7662635.298364142
0.2147,4.657661853749418,7634297.328394676
0.2148,4.655493482309125,7624045.495300482
0.2149,4.653327128897161,7610337.109328482
0.215,4.651162790697675,7609069.373791459
0.2151,4.6490004649000465,7570679.293279568
0.2152,4.646840148698884,7570205.384962074
0.2153,4.644681839294009,7513063.094822631
0.2154,4.642525533890436,7506241.733401426
0.2155,4.640371229698376,7487848.006643919
0.2156,4.638218923933209,7466380.318105676
0.2157,4.6360686138154845,7429111.610957473
0.2158,4.633920296570899,7428027.169266317
0.2159,4.6317739694302915,7427132.514455233
0.216,4.62962962962963,7418532.940168988
0.2161,4.6274872744099955,7409507.630709473
0.2162,4.6253469010175765,7407082.922359596
0.2163,4.623208506703652,7406294.1104281135
0.2164,4.621072088724584,7395548.1623487035
0.2165,4.618937644341801,7388226.513594129
0.2166,4.616805170821792,7380049.71962058
0.2167,4.614674665436087,7367645.995577594
0.2168,4.612546125461255,7362363.908961068
0.2169,4.610419548178884,7329002.286626331
0.217,4.6082949308755765,7307044.859677997
0.2171,4.606172270842929,7302283.134792014
0.2172,4.6040515653775325,7289607.140389016
0.2173,4.601932811780948,7265287.753940974
0.2174,4.599816007359705,7237285.135049103
0.2175,4.597701149425287,7140108.733313138
0.2176,4.595588235294118,7082438.663129341
0.2177,4.593477262287552,7045839.977780753
0.2178,4.591368227731865,6987524.446249696
0.2179,4.5892611289582375,6975591.701297427
0.218,4.587155963302752,6958523.352142847
0.2181,4.5850527281063735,6956986.436452494
0.2182,4.582951420714941,6906278.785053771
0.2183,4.580852038479157,6866478.799449419
0.2184,4.5787545787545785,6832287.484066496
0.2185,4.576659038901602,6822648.210382839
0.2186,4.574565416285453,6810652.340808871
0.2187,4.572473708276178,6809819.376155164
0.2188,4.570383912248629,6807810.448240972
0.2189,4.568296025582457,6796210.357317468
0.219,4.566210045662101,6775660.728564666
0.2191,4.564125969876769,6734607.272665881
0.2192,4.562043795620438,6730468.326134905
0.2193,4.559963520291838,6723464.77130772
0.2194,4.557885141294439,6711194.699350364
0.2195,4.555808656036446,6708227.307466979
0.2196,4.553734061930784,6693731.241144599
0.2197,4.551661356395084,6693532.318496313
0.2198,4.549590536851683,6687956.7430310855
0.2199,4.547521600727603,6646677.098046143
0.22,4.545454545454546,6630548.839546261
0.2201,4.543389368468878,6603314.154190386
0.2202,4.541326067211625,6594701.301801718
0.2203,4.5392646391284615,6560872.648494014
0.2204,4.537205081669692,6560119.002337218
0.2205,4.535147392290249,6554225.82017743
0.2206,4.533091568449683,6545471.187911684
0.2207,4.531037607612143,6545075.749653934
0.2208,4.528985507246377,6535512.121568446
0.2209,4.526935264825712,6470258.217927772
0.221,4.524886877828054,6454901.644889181
0.2211,4.522840343735866,6445155.144736371
0.2212,4.520795660036166,6443620.08216185
0.2213,4.518752824220515,6435063.949724608
0.2214,4.5167118337850045,6421959.799724446
0.2215,4.514672686230249,6420869.05698199
0.2216,4.512635379061372,6370401.02336512
0.2217,4.510599909788001,6362191.906999813
0.2218,4.508566275924256,6361874.493343342
0.2219,4.506534474988734,6315695.873852439
0.222,4.504504504504505,6296011.459177192
0.2221,4.5024763619991,6279068.584357083
0.2222,4.5004500450045,6278618.241756162
0.2223,4.49842555105713,6261428.5057463655
0.2224,4.496402877697842,6248949.789932135
0.2225,4.49438202247191,6229943.823108805
0.2226,4.492362982929021,6222099.3586437935
0.2227,4.49034575662326,6209096.022939947
0.2228,4.488330341113106,6196717.838696961
0.2229,4.486316733961418,6190677.736779931
0.223,4.484304932735426,6174286.662488334
0.2231,4.482294935006723,6172790.73083946
0.2232,4.480286738351254,6172217.496742352
0.2233,4.478280340349306,6171037.230730807
0.2234,4.476275738585497,6154196.771940869
0.2235,4.47427293064877,6080530.688831773
0.2236,4.47227191413238,6047469.03766247
0.2237,4.470272686633884,6013624.949404583
0.2238,4.468275245755138,6012972.74378837
0.2239,4.466279589102278,5953815.365302307
0.224,4.464285714285714,5937650.112965965
0.2241,4.462293618920125,5916214.598729392
0.2242,4.460303300624442,5907932.421947596
0.2243,4.458314757021846,5875002.262325601
0.2244,4.456327985739751,5869584.365926289
0.2245,4.4543429844097995,5866496.019887393
0.2246,4.4523597506678545,5861001.945479663
0.2247,4.450378282153983,5836553.775319736
0.2248,4.448398576512456,5831417.094518786
0.2249,4.44642063139173,5823006.470900544
0.225,4.444444444444445,5819540.132798489
0.2251,4.44247001332741,5785508.438479584
0.2252,4.440497335701599,5779288.344261567
0.2253,4.438526409232135,5773397.671077873
0.2254,4.436557231588288,5763393.964577458
0.2255,4.434589800443459,5755987.780331048
0.2256,4.432624113475177,5742135.438452836
0.2257,4.430660168365086,5741979.457414051
0.2258,4.428697962798937,5706040.234368693
0.2259,4.426737494466578,5702726.2577176085
0.226,4.424778761061947,5699097.52506267
0.2261,4.42282176028306,5695810.336529627
0.2262,4.420866489832007,5694215.550730787
0.2263,4.418912947414936,5693482.056893359
0.2264,4.41696113074205,5679818.890352928
0.2265,4.415011037527593,5623112.511825764
0.2266,4.41306266548985,5620522.102820069
0.2267,4.411116012351124,5605497.38878065
0.2268,4.409171075837742,5601461.895258052
0.2269,4.407227853680036,5583134.004451759
0.227,4.405286343612334,5571570.331336433
0.2271,4.4033465433729635,5535782.473541945
0.2272,4.401408450704225,5533989.814128618
0.2273,4.399472063352397,5517300.235316703
0.2274,4.397537379067722,5516590.76586914
0.2275,4.395604395604395,5506917.543426706
0.2276,4.393673110720562,5489744.069373961
0.2277,4.391743522178304,5456307.29893081
0.2278,4.389815627743634,5452816.385236897
0.2279,4.3878894251864855,5438024.1822804725
0.228,4.385964912280701,5429208.614952052
0.2281,4.384042086804033,5403293.150520537
0.2282,4.382120946538125,5368084.979521573
0.2283,4.380201489268506,5364054.578501201
0.2284,4.378283712784588,5363003.845687034
0.2285,4.3763676148796495,5336385.420518703
0.2286,4.374453193350831,5303974.758097271
0.2287,4.3725404459991255,5303571.464769737
0.2288,4.370629370629371,5286999.418292756
0.2289,4.36871996505024,5286281.920087391
0.229,4.366812227074235,5235482.318803787
0.2291,4.364906154517678,5227355.538997155
0.2292,4.363001745200698,5223699.828242176
0.2293,4.361098996947231,5221288.511148905
0.2294,4.3591979075850045,5184128.787749738
0.2295,4.357298474945534,5154853.20376684
0.2296,4.355400696864112,5133726.544199342
0.2297,4.3535045711798,5133428.389653196
0.2298,4.351610095735422,5106887.41605912
0.2299,4.349717268377556,5099150.612307747
0.23,4.3478260869565215,5081727.993523624
0.2301,4.34593654932638,5061532.699814476
0.2302,4.344048653344918,5060627.455778605
0.2303,4.342162396873643,5057283.02636676
0.2304,4.340277777777778,5044735.59030876
0.2305,4.3383947939262475,5035510.713999653
0.2306,4.336513443191674,5026109.45272317
0.2307,4.334633723450368,4973372.571338507
0.2308,4.332755632582322,4944432.257974353
0.2309,4.3308791684712,4938771.67033041
0.231,4.329004329004329,4936279.070018077
0.2311,4.327131112072696,4934826.2307005245
0.2312,4.325259515570934,4923525.9692655485
0.2313,4.323389537397319,4894563.229394978
0.2314,4.32152117545376,4887543.073612613
0.2315,4.319654427645788,4881068.859031231
0.2316,4.317789291882556,4878972.999083056
0.2317,4.315925766076823,4829682.415811877
0.2318,4.3140638481449525,4807134.865973181
0.2319,4.3122035360068995,4776807.199240138
0.232,4.310344827586206,4775171.902685087
0.2321,4.308487720809996,4769992.262491182
0.2322,4.306632213608958,4768792.974138998
0.2323,4.304778303917348,4759017.646730794
0.2324,4.3029259896729775,4741516.160054716
0.2325,4.301075268817204,4736978.504767494
0.2326,4.299226139294927,4719232.62176723
0.2327,4.297378599054577,4701671.41148161
0.2328,4.29553264604811,4687995.82972601
0.2329,4.293688278231,4666710.625721312
0.233,4.291845493562231,4641993.669933424
0.2331,4.29000429000429,4641050.5118906265
0.2332,4.288164665523157,4639104.764128631
0.2333,4.286326618088299,4631716.428985485
0.2334,4.284490145672665,4612829.536562197
0.2335,4.282655246252676,4535146.148180357
0.2336,4.280821917808219,4527765.11011459
0.2337,4.278990158322636,4519467.87886341
0.2338,4.27715996578272,4514855.540764389
0.2339,4.275331338178709,4478737.814790038
0.234,4.273504273504273,4463787.57297139
0.2341,4.271678769756514,4461525.082345184
0.2342,4.269854824935952,4429038.857349153
0.2343,4.2680324370465215,4394526.860163612
0.2344,4.266211604095563,4387489.627101696
0.2345,4.264392324093817,4385422.863799943
0.2346,4.262574595055414,4384684.93272803
0.2347,4.26075841499787,4327301.509480471
0.2348,4.258943781942079,4324872.378995121
0.2349,4.257130693912303,4302244.185812165
0.235,4.25531914893617,4273856.762078335
0.2351,4.253509145044662,4272809.074614869
0.2352,4.251700680272109,4270518.333037619
0.2353,4.249893752656184,4267544.123579701
0.2354,4.248088360237893,4254432.551650441
0.2355,4.246284501061571,4236435.930596687
0.2356,4.244482173174872,4224831.336453693
0.2357,4.2426813746287655,4185842.123580352
0.2358,4.2408821034775235,4177841.364239495
0.2359,4.23908435777872,4165971.1759103015
0.236,4.237288135593221,4160480.1485032993
0.2361,4.235493434985176,4151567.8877271954
0.2362,4.233700254022016,4133343.269426406
0.2363,4.231908590774439,4114067.4294183846
0.2364,4.230118443316413,4112645.582840368
0.2365,4.2283298097251585,4106073.792926146
0.2366,4.22654268808115,4084966.0877378425
0.2367,4.224757076468103,4081038.521643437
0.2368,4.222972972972973,4079083.94179245
0.2369,4.221190375685944,4054305.19489692
0.237,4.219409282700422,4029196.7672296073
0.2371,4.217629692113032,4028800.039713316
0.2372,4.2158516020236085,4022939.7114473386
0.2373,4.214075010535187,4022406.140734098
0.2374,4.212299915754001,4017290.7176004825
0.2375,4.2105263157894735,4013447.5116861286
0.2376,4.2087542087542085,3986051.623343039
0.2377,4.206983592763988,3972938.674966464
0.2378,4.205214465937763,3955688.2874841187
0.2379,4.203446826397646,3913506.744685017
0.238,4.201680672268908,3908072.0227442975
0.2381,4.199916001679966,3900766.242706902
0.2382,4.198152812762385,3896837.581066106
0.2383,4.19639110365086,3873793.117420698
0.2384,4.194630872483222,3870987.7886119606
0.2385,4.1928721174004195,3844709.401608201
0.2386,4.191114836546522,3831705.32533171
0.2387,4.189359028068705,3831409.9616702204
0.2388,4.187604690117253,3830942.002855055
0.2389,4.185851820845542,3815957.879524229
0.239,4.184100418410042,3810962.583149988
0.2391,4.182350480970305,3783239.2176110726
0.2392,4.1806020066889635,3779841.299627888
0.2393,4.178854993731718,3771285.599383301
0.2394,4.177109440267335,3751067.21051838
0.2395,4.175365344467641,3750314.192703239
0.2396,4.173622704507513,3732261.945364995
0.2397,4.171881518564873,3729782.5066627827
0.2398,4.170141784820684,3714764.207597791
0.2399,4.168403501458942,3712640.1450271835
0.24,4.166666666666667,3704278.6870318204
0.2401,4.164931278633903,3679537.706675874
0.2402,4.163197335553705,3679489.5274028275
0.2403,4.161464835622139,3647713.3683353276
0.2404,4.159733777038269,3625467.2786173895
0.2405,4.158004158004158,3614442.3565540956
0.2406,4.156275976724855,3583612.9329227866
0.2407,4.154549231408392,3575796.4913181583
0.2408,4.152823920265781,3570289.408561873
0.2409,4.151100041511,3539271.068256756
0.241,4.149377593360996,3538637.7323738737
0.2411,4.14765657403567,3503188.5003655213
0.2412,4.1459369817578775,3494779.3432692094
0.2413,4.144218814753419,3481013.379982267
0.2414,4.142502071251036,3480745.2615502556
0.2415,4.140786749482402,3456766.2882388886
0.2416,4.139072847682119,3431419.7053025905
0.2417,4.137360364087712,3408197.7219378394
0.2418,4.1356492969396195,3405946.852136166
0.2419,4.133939644481191,3393477.892406375
0.242,4.132231404958678,3385684.881898208
0.2421,4.130524576621231,3376124.314418771
0.2422,4.1288191577208915,3375001.2260334194
0.2423,4.127115146512588,3373720.0674492726
0.2424,4.125412541254125,3364113.925164723
0.2425,4.123711340206186,3353746.0083600483
0.2426,4.122011541632316,3337641.669949668
0.2427,4.120313143798929,3316723.1906593014
0.2428,4.118616144975289,3315275.803983417
0.2429,4.116920543433512,3304287.1558777266
0.243,4.11522633744856,3297809.5896310024
0.2431,4.113533525298231,3285242.1542328927
0.2432,4.1118421052631575,3270048.477819848
0.2433,4.110152075626798,3259021.1413880964
0.2434,4.108463434675431,3199076.1820750786
0.2435,4.106776180698152,3192574.9957818626
0.2436,4.105090311986864,3191886.1664995058
0.2437,4.1034058268362745,3157859.5826820293
0.2438,4.1017227235438884,3145403.037732127
0.2439,4.100041000410004,3135115.699449895
0.244,4.098360655737705,3110100.462410056
0.2441,4.096681687832855,3107014.1842504796
0.2442,4.095004095004095,3092671.388182435
0.2443,4.093327875562832,3078687.747490402
0.2444,4.091653027823241,3072507.271726404
0.2445,4.08997955010225,3072014.8879722315
0.2446,4.088307440719542,3058436.281065746
0.2447,4.086636697997548,3023585.1719371667
0.2448,4.0849673202614385,3008088.7801791397
0.2449,4.083299305839118,3007102.1446833494
0.245,4.081632653061225,3002597.5240265974
0.2451,4.079967360261118,2991144.186694728
0.2452,4.078303425774878,2989625.906077749
0.2453,4.076640847941296,2988369.4098702883
0.2454,4.074979625101874,2985812.097210616
0.2455,4.0733197556008145,2982670.409070464
0.2456,4.071661237785016,2964839.080570119
0.2457,4.07000407000407,2935341.425156633
0.2458,4.068348250610252,2934354.908339537
0.2459,4.06669377795852,2933202.1125387964
0.246,4.065040650406504,2930840.6525350558
0.2461,4.063388866314506,2923006.915742505
0.2462,4.061738424045491,2907021.973749323
0.2463,4.0600893219650835,2906434.9485500935
0.2464,4.058441558441558,2906397.542570483
0.2465,4.056795131845842,2890890.214745201
0.2466,4.0551500405515,2890152.130933324
0.2467,4.053506282934738,2880280.4568226784
0.2468,4.051863857374392,2873099.2385582086
0.2469,4.050222762251924,2839655.700764131
0.247,4.048582995951417,2837342.220260716
0.2471,4.046944556859572,2827148.277024737
0.2472,4.0453074433656955,2819984.334939356
0.2473,4.043671653861707,2805229.755678485
0.2474,4.042037186742118,2795630.4446724583
0.2475,4.040404040404041,2791851.3936375696
0.2476,4.0387722132471735,2772578.719727335
0.2477,4.037141703673799,2770529.505386797
